,artist_name,track_name,release_date,genre,lyrics
28313,denzel curry,equalizer,2019,hip hop,ultimate equalizer synthesizer ultimately brutalize shit york fuck population contemplation kill competition confrontation reevaluation want revelation strap look like lederhosen stop doctor say couldn hold motherfucker nigga attila mix magic fuckin magic wand ugly ugly face mother lovely loneliness phoniness reside tongue radiant come undo instantaneous begin escape suicide thoughts murder write death anonymous break promise feel return later fuck halo wouldn respawn equalizer synthesizer ultimately brutalize shit york fuck population contemplation kill competition confrontation reevaluation want revelation strap look like lederhosen stop fuck bitch drug bape niggas hate relate diamonds fake niggas waste sauce taste rollie come face bitch like diamonds place iceberg neck watch chest cop patek fuck bitch right sleep band waist time waste lick lick lick reup check account double band band lick reup check account double band band watch flex shawty want cause sippin moet look panties ride wave yeah pay ride wave yeah
28344,public enemy,don't believe the hype,2019,hip hop,want catch lookin thing thingcheck bring roll level cause livin bass turn radio claimin criminal wonder people know enemy friend guardian hooligan party clear madness racist preach teach cause number bear wasn license minute fear epitome public enemy abuse clue refuse blow fuse news believe hype believe hype believe hype start give little know lack consider critics hang hold rope pope pray dope follower farrakhan tell understand hear book school game writers treat like coltrane insane different kind brothers mind unblind catch middle surrenderin rhyme sake riddlin claim smuggler hear burglar false media need fake terminator step stand lyric commercial
28356,$uicideboy$,you're now tuning into 66.6 fm with dj rapture (the hottest hour of the evening),2019,hip hop,sink fuck spine second guess crime snort slug cross fuck line banknorthside coffin ride basquiat trapaholics mixtapes drop shit fuck niggas grey sign rough diamonds tryna shine uiuicide know know know dive head crucify lucifer cry tell choose noose knife knife lyric commercial
28355,t-pain,look at her go (feat. chris brown),2019,hip hop,boom come baby boom come baby boom come baby come baby pizzle look yeah know look look yeah know look wobbledy wobbledy drop drop like yellow nuvo wobble park look girl girl girl wowobbling wobble drop drop like shake booty booty gucci print print super stupid stupid know loosey loosey loosey bottle hand hand pizzle bang bang baby know want walk club friends friends walk wobble wobble drop drop like yellow nuvo wobble park steady pop pop say wanna stop chopper chopper nigga wanna block grind feel butt aaand know happen tell hospital cut bitch know wanna butt say look yeah know look look yeah know look wobbledy wobbledy drop drop like yellow nuvo wobble park look girl girl girl wowobbling wobble drop drop like yeah hahaha leggo damn look floor drop pole baby look play baby pull draw freak know know right want girl wobbledy wobbledy drop drop like wobbly wobbly grind know hear bang bang bass chevrolet gang bang celebrate super hoe nappy look look yeah know look look yeah know look wobbledy wobbledy drop drop like yellow nuvo wobble park look girl girl girl wowobbling wobble drop drop like
28354,eric b. & rakim,paid in full,2019,hip hop,rakim rakim knowledge try pay check nobry walters agency right true agent word zakiath broadway record company okay rush rushtown management check talk beat right wanna hear rhyme know sayin pay rakim lyric commercial
28353,cassidy,a.m. to p.m.,2019,hip hop,work niggas beef gonna spray pump street nigga want beef gonna spray bronco bone skin fish folay wire real kanye turn boys wine yayo cause grid paint picture rhyme songs like movies play nigga want beef gonna spray swiss cheese like nose mix bread bitch dudes crew strangle string doorag lyric commercial
28352,mos def,"sex, love & money",2019,hip hop,money brooklyn money come danger rockin best black dart exclusive dark dark ghetto spark freaky black beauty party work fiendin ready street heavy ghetto sweet breezin evenin lounge path warm blast shaft cock load beat word body awesome come goin streets playin magic moments know know sneaky freaky know know straight dope relax mind bout double dose half time master physical master mind play quiet private body rockin time body rockin time body rockin time lyric commercial
28351,kurtis blow,basketball,2019,hip hop,chours play basketball basketball play basketball basketball rap basketball number blow basketball favorite sport like dribble court like microphone malone like slam dunk hoop favorite play like pickandroll like giveandgo cause basketball mister blow chours lyric commercial
28350,french montana,marble floors,2019,hip hop,bitch hang right know word fuck nigga bitch nigga call like fuckin bitch like fuckin right bitch tiptoein marble floor bottom centerfolds body whippin work smell like dinner roll tell bitch shoe look dont argue bitch tiptoe italian marble batch pork gotta walk body cars crib thats hoe piece thats dinner roll wild freak centerfold shine lyric commercial
28349,denzel curry,gook,2019,hip hop,gook tell wasn nigga wouldn tell truth high school admit goon niggas fool yeah gook niggas start skip school money hop fence city fuck class bitch smart gook grow hair cause look like nigga root yeah gook denzel curry gook nigga yeah gook probably think fool tell rap yeah gook look like nigga boof booth bitch tell blow like land mine fuck purp reason yams die nigga gook hella truth time better gook tell blow like land fuck purp reason yams die lyric commercial
28348,will smith,men in black,2019,hip hop,whoo come black mibs come mibs come black remember good guy dress black remember face face contact title hold mean think blink go black suit black raybans walk silence guard violence government list straight exist name fingerprint somethin strange watch cause know mibs come black black galaxy defenders oooh oooh oooh come black black remember remember deepest darkest night horizon bright light enter sight tight cameras zoom impendin doom like boom black suit room quickness talk witness hypnotizer neuralyzer vivid memories turn fantasy mibs kick yaknahmean noisy cricket wicked line defense worst scum universe fear cheer near jeer fearless mibs freezin flack stand black black black bounce bounce bounce bounce slide slide slide slide slide slide slide walk walk walk walk neck work freeze come black black galaxy defenders oooh oooh oooh come black black remember alright check tell closin know imposin trust section believe protection cause things need place need witcha life forget roswell crap black suit cause come black come galaxy defenders galaxy defenders come black come remember remember come black come galaxy defenders oooh oooh oooh come black remember
28347,aaliyah,more than a woman,2019,hip hop,passion instant sweat bead feel cupid shoot heartbeat race tempt drive feel excite think highly entirely lover woman lover lover woman lover woman lover lover woman midnight grindin heart rate climbin lyric commercial
28346,nappy roots,sick & tired,2019,hip hop,sick tire critisized sick tire barely gettin sick tire livin right sick tire sick tire sick tire push aside sick tire callin folks rid sick tire petty life sick tire sick tire life makin peace tell gotta worry shit house note child support people kick doors money problems thats go gettin tire runnin duckin quit runnin especially nothin somethin cold streets hustlin tryin dough fore police bustin outside lookin givin feelin stick world cause gettin cause know shouldnt give tire sick bummin rid lyric commercial
